amount;unit;comment;flow;name;location
245.56833351965;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;4bab1356-406d-4d1d-81d1-3e53e3bd505a;market for trellis system, wooden poles, soft wood, tar impregnated;GLO
1.64472248531257;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;136f89b3-af52-4826-97f7-cc35f80f226f;seal production, natural rubber based;DE
0.175;EUR2005;"Assuming same price as stated for 'iron scrap, sorted, pressed' (EUR2005 0.175 per kg) in ecoinvent 3.6. The original comment to this price estimate: ""Temporary price data. Calculated as 90% of purchasers price based on: 2005 import and export prices (total trades (USD) divided by total weight (kg) in biggest economies of the world: EU27, USA, Brasil, China, India, Japan and Russia) from UN Commodity Trade Statistics Database (http://data.un.org/Explorer.aspxDatabase [Accessed 2011.06.20]). Commodity: Waste or scrap, of cast iron""";60fa2c28-1f8f-5486-aab5-da2e493250d4;market for tinplate scrap, sorted;RoW
0.0106;EUR2005;Average European district heat price from Ecoheatcool and Euroheat 2005-2006, Ecoheat Work package 1: The European heat market. Final report. 10.6 EUR/GJ i s the price of district heat. http://www.solarthermalworld.org/files/Ecoheatcool%20WP1%20Web.pdf?download;1125e767-7b5d-442e-81d6-9b0d3e1919ac;market for heat, district or industrial, natural gas;CH
10150.7996;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;60868859-3e43-4bec-99f4-c704995ac437;market for maintenance, goods wagon;GLO
0.107;EUR2005;Temporary price data. Calculated as 90% of purchasers price based on: IEA Key world energy statistics 2004 (www.iea.org/textbase/nppdf/free/2004/keyworld2004.pdf);d69294d7-8d64-4915-a896-9996a014c410;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;IN-RJ
0.65355124352309;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;60c21de1-a8e8-4f50-8949-78759bf96c62;ventilation of dwellings, decentralized, 6 x 120 m3/h, steel ducts, with earth tube heat exchanger;CH
13.9848870140686;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;ccfff1e0-6deb-4aef-a0df-47be0bdc0176;tillage, subsoiling, by subsoiler plow;BR
1.71121348057452;EUR2005;Calculated based on inputs: The price of the product has been calculated as a sum of the values of the material and energy inputs for this product. This value is therefore a rough estimation. It may underestimate the real price since there are additional expenses when producing any product. These expences can include for example labour costs, treatment of waste materials and profit for the producer. Please consider carefully whether this level of data quality is acceptable for your application.;bb425565-81b9-410b-bbb4-a0316567f297;baling;RoW
2.782433110085;EUR2005;"Calculated value based on data from United Nations Commodity Trade Statistics Database (comtrade.un.org). UN comtrade category: 150420 Fats and oils and their fractions; of fish, (excluding liver-oils). Year 2015. Using exchange rate of 1EURO = 1.209 USD. Average of price of import into 5 main markets (EU, US, IN, JPN and CN).";24878a86-f390-4b7e-9019-75947138a59b;fishmeal and fish oil production, 63-65% protein, from fish residues;PE
